Id,SalePrice
2419,184289.3579420914
391,162958.56643451715
798,111225.69784167432
481,183476.22443182627
193,203415.5731518043
555,117371.34171397398
899,76337.74070208114
2357,175888.38530344283
328,129746.1150984986
1356,126856.40622186351
1154,110343.7753504362
1730,174827.25388273658
2249,141365.08226125257
1119,264568.1579866356
2856,135464.76497183245
1394,129462.0395558993
2587,122642.5837945572
61,339585.95517094724
2661,178747.3445813484
2711,119996.9915078076
1147,181646.82767209326
757,138189.16143349314
2623,89542.62808028149
2378,156725.02554379412
1413,127905.9093571797
1722,220933.78001275554
1112,226566.10391985683
1623,186192.53513893174
1201,182934.6497071772
1513,116036.92570316877
957,242423.9933086193
1171,258125.75887015395
1145,192116.13407245706
2726,249486.60624801627
703,167901.26471651654
760,82857.82313909326
1964,138814.8321827777
2512,171618.50034026106
159,153091.70242403971
1281,158166.54722032647
468,172029.63132978772
290,116815.40082166893
665,108010.510211745
1463,290059.11978771316
1792,215138.6904307449
923,135166.2381972179
500,300632.13378116593
1408,191758.70490899132
331,85261.86336374073
170,115345.33492505309
2192,97678.47322782433
2571,319192.34585811134
2314,162113.4609489982
2647,97633.64203635613
422,459981.9032106733
2457,386997.7439982924
1838,211504.31320633265
2805,254184.4770234911
1645,153051.1653855614
1711,316784.0992508051
2825,270186.00934875
322,351857.1188525413
2103,272630.99947682564
342,116971.73513210683
600,110919.23231444131
488,195225.57819653294
1725,350225.0187718005
2246,263022.8335843629
2847,188227.25860249417
806,242779.6381184721
530,239791.0331162528
963,190822.8779777503
2678,94034.3970798698
171,90686.8517956191
2401,496442.5589596899
805,218253.6005997
2259,159082.00914064943
1748,168215.31946795702
1361,126987.71601824192
1677,122168.06360586999
1406,154063.202889572
2322,228670.60308857256
688,142080.0083801331
143,135445.7656474414
804,200825.43119871424
1214,152111.92268184744
2828,157840.10679866513
1999,198312.7813853704
2467,190861.25137353007
2665,146179.35448738074
1538,296171.4526570201
398,106846.79629320961
2822,133524.65269650714
2157,145441.26236225726
1856,181398.58948264885
1269,102897.93760348552
2570,113959.69458106786
2320,239697.01634883657
1517,119202.47089277241
2304,116325.06067092589
1312,103218.75403617509
2012,127738.32472240955
506,211564.51630397156
2865,172308.7466231687
2367,105589.20329779196
554,101502.6311407083
238,128218.06726135785
1954,110465.25231350418
2488,141153.64783185744
2291,108912.21141913527
1969,109342.49211687653
2725,155078.65648979854
1482,145830.77545102127
2763,199121.69062125552
503,244182.7829504961
1584,233942.94188367517
1531,135975.87033609624
2210,151514.02123685417
459,357557.2240152662
556,125363.93135673758
1347,129557.57045854509
1290,88673.88284231634
1388,101795.96401142585
1571,180951.51057493556
2754,207233.67035931768
765,132685.76530049017
2494,117503.44469077639
2870,179074.58400783103
7,210176.24321995507
1114,254215.22999014013
2418,290572.4831879083
291,119084.09108823648
18,374430.00910199457
39,363274.0119361514
1001,278207.4170080209
2442,247840.42031311194
616,118330.93862772368
2680,71064.6833524541
1414,114190.46174746395
289,140064.41967653326
40,248085.97530764862
860,125689.53993209475
409,133000.49547846458
673,144391.31261361932
2427,179032.86568562317
2036,216808.36938897602
2564,140676.40943122827
642,160958.92357526353
1008,178721.8621059173
1908,143185.14562856904
2519,214049.6543862832
1369,97441.77817254639
2855,148431.09850514683
712,89603.54155496201
1943,104072.98790826481
1958,127844.64028525974
107,149224.2048446183
2295,200537.04243420137
704,96141.81333081205
676,124143.62752098162
259,183490.7236933166
93,278989.8254839984
106,233117.86744534285
2315,182324.6900528748
1050,113902.93614730783
1095,183714.80526730625
2709,134870.9481886033
758,134980.31824425378
1496,157571.65101613308
2370,126118.13761675342
2458,271787.0509308471
2733,133567.01499338265
161,277956.69375550526
726,157597.14471125742
845,212735.46196206438
947,252376.8374325997
2232,111034.5975942278
2563,149711.6914960868
2299,130366.85495875834
211,106959.5940412275
605,143870.37437378266
1478,203042.41308908287
2247,258435.27391338305
2274,184559.1815725483
2869,197296.9349841301
967,222149.59882012388
2656,119499.64952090084
667,194858.3059605841
1042,111398.04577387909
2023,153893.82261340143
2447,417978.0154979096
2055,118541.02752012257
2275,284634.5578777225
2204,156339.25840254955
1563,263301.3954270909
483,212732.0233785882
796,141227.73157728574
1526,142408.235329427
2042,145516.66666454298
442,347364.96988919686
1693,338098.75756315776
1468,216871.69648971094
1430,176749.5729925235
2605,151705.84244959266
1529,163759.8666849425
335,125009.63333268589
1287,136610.79162586812
31,104046.41362528948
1785,300097.48633883375
82,158356.98607048372
2620,127194.10973687735
252,193537.94563238448
721,81918.7131351566
2165,192030.97976891964
2316,170287.24578828877
775,125733.14645563088
1558,107670.75938717178
17,192021.36448776253
1022,248344.61939325248
925,117310.10860803006
438,294624.4554560009
1270,134731.3482170332
1272,117104.53353307187
215,135965.90038107228
266,225405.9663904397
2402,266810.40492610435
1250,116576.08647746862
1984,115524.10189167815
1279,132379.22833643315
377,242822.04594267058
1252,158359.71038205427
2156,258755.25922928922
499,318387.7269122211
1374,116880.06211151513
2898,242934.03357173153
401,109928.67152717082
2721,172959.92581682492
2078,256099.75957717383
2589,128856.07877094435
1946,225072.77017525258
1334,120912.39141734413
2781,239528.16200812298
431,399152.9490928346
576,221544.72645810086
1474,204659.48077263148
2254,130986.85219342314
2155,266459.43579384516
885,121884.54058021378
643,127031.81882472606
1944,122503.98829105833
480,193554.8279131613
2845,106221.46802997187
2387,334266.370705796
2407,209694.6789048489
2527,156284.10797557858
2514,141605.51657304887
629,176850.78993473307
80,197590.46139412222
1876,138144.99742512402
1546,123168.06031046183
2518,169875.47923002596
2347,157672.65501970312
783,216275.97878012637
1322,78563.03030480351
194,86259.11457771546
1770,303295.8653243273
2143,142602.9299668965
1229,208080.5174066503
511,275837.1331234235
46,212479.07223010078
1348,175702.81622955643
2465,188750.6955823437
387,230553.0362074303
873,213441.15840928126
1918,118901.38476963202
2764,223829.92375420645
2184,128405.65865806818
934,144131.37337761186
1920,128439.46766597561
2631,138701.12930567752
1768,748416.6949197623
2040,121164.99342897079
1749,218817.87016614768
834,222240.3746853332
1457,259519.8831144236
79,117124.67218254537
2302,111492.42571445546
1817,133659.0302279593
2755,240902.23314826787
359,166428.6443611464
2059,115098.09962552304
2092,244423.23221590172
2516,242797.21591923732
150,108488.9805189923
1656,151671.4221252193
83,106298.97572729565
2411,188466.1021213689
795,89757.54649655815
2312,242416.14579300774
2917,88731.67796174069
1624,171668.22142984977
2215,285557.441916339
1211,146249.5501485519
1485,146595.58345738085
1024,171489.58446828526
570,200572.84145965238
2874,135184.7157623578
700,132275.1944946893
2756,219493.55127190184
2022,175861.8153454603
583,215184.0053767928
2392,361728.932197982
2424,207886.0254727069
212,103522.86326820403
736,134268.58631602456
1610,162412.74794440446
890,128790.89229465078
467,172128.4941145231
578,234437.4185353816
1747,165897.07844772591
1149,167136.1273784534
2758,250175.1579144018
857,127746.32055175069
2219,279811.26641712507
733,114306.1404006426
2909,117261.92336304625
1798,273719.009213609
235,124168.0443020396
2366,144307.01488533418
1027,127694.51774870735
1195,132458.05052987713
1303,61840.10419523423
148,184437.5740050957
608,162718.01343089572
2515,192094.24988029696
821,304198.3932672997
2500,274502.6656395995
745,119117.17724261103
741,119752.28565521508
1611,125142.14813308214
2532,127899.26968639554
1081,222560.2760661638
1692,476260.3034317508
2520,181459.0419210387
276,102095.68872148791
1992,125877.08421400019
663,60044.61536752518
418,130031.380447769
1733,187758.32992498155
2359,135357.9479616885
253,196633.11665097383
1518,178722.2526452343
2035,130525.85722779827
2919,85025.76720332992
1540,219602.64094814853
2120,152122.56117717247
1674,191971.7139353135
256,135661.71850105978
2361,104821.13494282097
978,89449.17168291687
2280,171152.28791191292
2095,220571.21536702407
1709,334931.15259213676
2801,238122.1170169521
1246,104800.65635043425
2373,112613.30868633032
1055,275338.4899044712
2017,116507.85902400577
1099,268302.9461219362
1344,97804.8732163727
835,159656.88225112215
1117,224596.2240667312
2043,94612.09054511548
2085,131331.07170792873
410,156641.2969123939
2650,104985.44088242232
2867,155620.41602978413
1668,114433.35814493192
1161,167929.65148003082
2122,169603.20283722924
2539,135985.10312604727
1047,138120.94226106408
1445,121165.17233750751
541,141376.5487793068
569,251621.82351991933
1276,118670.31207944159
918,133614.67653599667
326,178430.9610812178
1936,120323.65987500739
895,99636.46739895652
257,137019.28720128682
1241,172575.7752874281
1545,119087.6084046089
1189,167886.85972796538
270,141962.71764108492
2066,180043.65237574666
693,106708.25225147612
1259,158378.09813964926
2916,141620.8344061474
2321,296313.53884952376
1977,110434.96772921279
1895,152135.6547482985
1240,153906.6913657167
85,140811.25040347048
1823,116067.65344769717
825,318968.63083644985
110,224366.5194856893
697,113859.63497923678
2297,97238.61446964936
1231,129193.37800003382
1355,129530.41545620009
968,360504.53000849613
584,221457.05065604128
1315,109142.35550351303
1606,142270.28582067296
206,113803.63177399979
1685,343203.3308052414
2016,141191.41770715328
869,210328.2927551707
2135,119685.65438995807
2346,162673.02081372484
2430,225467.80128081734
2198,92074.19780881073
2652,114683.0375492051
27,115846.66609125379
241,175254.80737244544
906,128308.23417306758
1506,98795.48742160083
2098,386332.1758208772
1435,208937.52488107656
2213,126168.49587219485
1274,125752.70817974233
743,59900.00434470727
1737,195417.7430980154
2797,271520.9886904326
2185,78480.9186077184
58,167262.87881056187
830,196403.8865312839
808,121899.46948329803
680,149988.9343261269
1153,114220.54431009479
1291,138250.13054588757
1818,148071.2685587308
2161,184379.0220758058
1883,123738.47878746336
350,365294.8183022506
2473,153748.85401214697
295,172201.7739222369
293,192812.45084945337
859,123097.18681548303
288,81214.82364939434
1578,149346.33838400248
102,174753.46478772335
2831,182689.53537574055
1030,171766.26251919728
2551,133533.8379590275
1286,146089.11766876653
958,301790.34325217985
776,117274.81217713507
72,214788.03657173627
2263,250958.40738460585
1866,142596.11606826927
2876,84754.50203451722
2146,281311.8170368556
103,166082.6961000329
1500,153522.69876773303
492,184243.2665140193
167,136418.12767748744
2597,119088.81291701528
2685,113748.80528508
1035,140849.9947281445
1220,70954.14622094984
2602,138014.52824598012
2159,215932.5745717005
695,136414.1451569174
1109,261104.94598618316
640,161933.43086056688
1652,151579.47620331662
2090,191448.31810574612
1188,185440.7528865365
2345,220875.87039097634
1059,434792.2708445462
2751,237210.9745182379
128,224858.59514556892
1523,176736.05688067432
2925,156061.45706635874
2145,286409.6701095261
1121,213987.04841242087
566,331888.8955027329
565,218171.20157188762
1331,139090.52957531164
2928,115205.94678849305
156,134890.7536565227
797,153437.64029396503
327,103143.04081869035
2859,135731.60799196488
1453,111855.8168587856
1762,340791.63991050445
1868,195804.15407110698
1760,184732.2167571221
1113,253618.61203400066
1812,186485.22015712401
117,147116.3431398681
1142,212260.04123882428
2342,412174.1982353278
927,129683.6419176831
2478,193305.22289735338
655,91283.99230205108
2064,120093.62342322814
369,229562.937074966
2239,121564.79027405649
2732,210565.44370785178
1653,165993.92292157648
959,206257.2008758687
2395,346550.800865118
1412,98370.1044570671
271,252947.7129893229
1484,144550.09291478927
1497,156955.11443150742
552,181658.84148577144
2,120116.34001097748
1855,269681.85528599675
4,272093.96897022193
2292,162820.82634283215
134,141030.17574918663
646,112786.7835826699
42,325318.0041346014
532,218566.25763115726
713,105754.26218051043
2561,129114.91503299566
2360,138773.94801342874
1333,126613.01064470777
1407,188966.85046464013
2892,295871.1930983607
574,217441.8121178809
1227,180828.4273306634
2591,262172.23865600623
1476,206208.64722300597
1125,276298.38796889695
1446,126747.1192549784
408,114357.81650188222
1101,286306.60255068255
2251,201145.0907774932
373,184850.59295609366
2554,119398.32485253696
2382,265052.80138588505
1985,89279.35558143878
519,208179.69867285117
1093,199986.46218230325
864,266848.10011204105
2889,136406.51991890484
2308,164562.86085077125
986,147539.90811101766
1302,148369.1085389725
585,144592.78918422002
2708,145546.50235055544
147,127918.8591680862
1441,223323.12914043377
383,173117.36634278746
285,164236.1300473217
181,113027.48419388352
358,161508.35455438946
780,142459.54385324154
258,196007.4233258344
1865,172768.21263662254
692,125309.35093661478
2902,345221.98458160734
508,264234.8512185005
2638,132793.16655645324
36,152018.12464325826
611,162879.5548788339
2281,119778.4386974877
1678,134422.72731881973
1696,538357.860745592
1557,88993.60004350031
2180,155438.33013514866
1726,218554.67465293928
951,136155.69256134712
267,240023.56202259476
2706,137308.99610728578
2221,213335.43743409097
1357,146291.15877707006
2901,316124.4335204517
347,177433.8234648599
2164,183626.08785776325
1586,315471.465591307
360,171939.07130680597
1769,223541.6919602477
2617,166184.60849905905
1879,140848.16051501338
991,211518.56369981388
1535,112341.92333469471
1191,147715.26768291194
1579,199005.2786644854
1882,136222.86114743102
1510,134199.9255952595
2196,117267.84762567942
1845,177809.145612138
2336,410063.9655922007
942,97017.42563224562
861,129763.02400212451
2555,99197.72302081353
1392,147436.02402319785
2099,273663.63848862326
1543,127961.68517927178
948,296507.5631228968
1239,157767.6937034062
22,179508.39124732942
2796,238553.27427342482
2747,179260.83644970946
92,291290.95235180395
210,175609.01253515517
1858,231391.3590870462
2228,161272.04918582432
447,228474.0481287386
827,243632.60908343823
1649,199703.99688925582
682,125450.41937864135
2698,116635.0370711273
494,167955.19197582468
214,91175.63418319845
2441,238321.1685191251
2679,107575.04179306875
1336,130439.22654440993
465,179162.80356516235
1524,120346.87076026556
2543,113659.76803899118
631,128021.22723930686
2452,310039.2717625694
228,148823.23928529062
126,141341.48230240835
1092,211717.24380036173
1122,212689.75973369007
932,195887.94923100708
1980,95300.5027435231
2171,119303.88977319331
551,145500.7360635209
2768,163812.14877918898
2056,117611.9800474356
1159,362972.23208449164
2645,114791.05971707006
1174,162771.7389568612
2266,208350.2699956591
2462,391016.5400292609
1219,142604.0377634893
2922,163946.2180304033
118,139259.46213033004
474,179144.14344177023
2576,151445.97678015646
872,288612.7233241382
1077,221059.10856802878
1536,139205.6121176605
1150,124464.27642184154
2341,281593.7321127848
1931,138691.68755855932
2785,126207.44692240625
2538,124359.49423303085
597,198929.39614325584
464,184417.36773252947
233,238925.85959841893
2169,126168.15039786429
2123,157792.71011815427
1867,168935.2153743203
137,244840.01116669405
515,225622.86550621584
933,126555.56868745419
2784,143410.25892325316
972,177935.40847548854
599,157297.20560452362
2614,116964.04324015779
2582,146556.02329778348
1409,152724.1112273537
175,103083.53634002719
352,201348.44514391333
976,95822.20688735445
2134,196970.10369450608
984,109015.05912610226
2396,384057.16321347083
1673,145062.19468249023
404,126240.91828617832
607,167943.37573864037
814,187058.6428120855
868,196328.61471066624
2271,212541.43106337916
1633,236630.06251285816
337,201007.33691961487
2765,140204.95977500005
1746,226745.4273377158
368,346295.5255306202
2806,202209.3815496805
1662,172140.39985197375
1234,210901.06987089757
1373,138317.48319274478
1672,107837.6744116528
1939,126718.42499761064
